mean_constant,lengthscale_dim_0,lengthscale_dim_1,lengthscale_dim_2,lengthscale_dim_3,lengthscale_dim_4,lengthscale_dim_5,lengthscale_dim_6,lengthscale_dim_7,lengthscale_dim_8,lengthscale_dim_9,lengthscale_dim_10,lengthscale_dim_11,lengthscale_dim_12,lengthscale_dim_13,lengthscale_dim_14,lengthscale_dim_15,lengthscale_dim_16,lengthscale_dim_17,lengthscale_dim_18,lengthscale_dim_19,lengthscale_dim_20,lengthscale_dim_21,lengthscale_dim_22,lengthscale_dim_23,lengthscale_dim_24,lengthscale_dim_25,lengthscale_dim_26,lengthscale_dim_27,lengthscale_dim_28,lengthscale_dim_29,lengthscale_dim_30,lengthscale_dim_31,lengthscale_dim_32,lengthscale_dim_33,lengthscale_dim_34,lengthscale_dim_35,lengthscale_dim_36,lengthscale_dim_37,lengthscale_dim_38,lengthscale_dim_39,lengthscale_dim_40,lengthscale_dim_41,lengthscale_dim_42,lengthscale_dim_43,lengthscale_dim_44,lengthscale_dim_45,lengthscale_dim_46,lengthscale_dim_47,lengthscale_dim_48,lengthscale_dim_49,lengthscale_dim_50,lengthscale_dim_51,lengthscale_dim_52,lengthscale_dim_53,lengthscale_dim_54,lengthscale_dim_55,lengthscale_dim_56,lengthscale_dim_57,lengthscale_dim_58,lengthscale_dim_59,lengthscale_dim_60,lengthscale_dim_61,lengthscale_dim_62,lengthscale_dim_63,lengthscale_dim_64,lengthscale_dim_65,lengthscale_dim_66,lengthscale_dim_67,lengthscale_dim_68,lengthscale_dim_69,lengthscale_dim_70,lengthscale_dim_71,lengthscale_dim_72,lengthscale_dim_73,lengthscale_dim_74,lengthscale_dim_75,lengthscale_dim_76,lengthscale_dim_77,lengthscale_dim_78,lengthscale_dim_79,lengthscale_dim_80,lengthscale_dim_81,lengthscale_dim_82,lengthscale_dim_83,lengthscale_dim_84,lengthscale_dim_85,lengthscale_dim_86,lengthscale_dim_87,lengthscale_dim_88,lengthscale_dim_89,lengthscale_dim_90,lengthscale_dim_91,lengthscale_dim_92,lengthscale_dim_93,lengthscale_dim_94,lengthscale_dim_95,lengthscale_dim_96,lengthscale_dim_97,lengthscale_dim_98,lengthscale_dim_99,outputscale,noise,alpha,beta,iteration
-0.08503121583568408,96.02679405905754,40.048357459271465,64.31089860286737,38.29933031439168,77.16875670914044,49.30798335459759,86.43809627340296,4.636681016185546,65.00989103293959,77.24686759556047,71.50806491429066,71.91326097316501,54.0066467371029,91.14170648415008,83.99561172743088,41.284401943915185,71.20521083850954,63.68740526825368,5.29829836386923,83.24714423914979,54.12642323125595,54.693316400512494,48.78058158726098,43.55182730272039,63.42002714810753,93.51438349236751,98.28857484367701,58.35340171597179,85.81380999161624,75.33673822494123,9.844789560248614,53.88340699637914,43.43715629212601,75.30574258857857,45.34582576724148,5.837242369154189,78.15099251536373,78.93600044950638,82.62853696529372,49.95670248767707,32.52635005984968,56.61972631160224,66.22894006668582,58.7192484988771,86.83748123094678,53.858374041780685,3.057120643228843,83.90667342404868,81.50760533139156,84.03393285973947,9.318702539588266,89.30977055721513,87.03192710286649,66.145256529955,92.66703008096314,81.64475834913871,34.61052348055111,6.429395496763951,38.91606800548582,1.738203999620312,80.62902811017817,91.52090672429027,39.13664943192072,6.307887498946868,75.57816960968799,81.26454249503281,39.66323529274571,85.62691087895148,94.72369712629812,81.50368728051662,54.21729808623402,91.69143537090493,58.94420083700358,86.52542466141459,90.15323622296116,86.64027223474208,45.253903285265544,61.66344060951379,67.87061269195499,3.35325169334201,52.02724741007736,55.22008594862017,91.12819881238012,76.43221550036722,68.84095329640395,78.94037746569172,83.77898378911527,53.3576758105276,47.25065924918276,55.591629956477966,3.8611831440658273,57.60546704695939,36.93272074796454,54.076864583457734,45.724164974621424,24.780408977874764,82.36446979589448,76.59428586145448,60.07956245074076,51.91726853399023,5.296385649638511,3.4708787242284227e-10,1.9987581007094375,0.9182821502227857,1
-1.3277965061403125,94.31553607424202,39.994893112104876,63.39314507868361,38.36940091927976,75.38901070210616,49.42764812206088,86.63641735637857,2.2303639292259767,65.1619204600745,77.22468395689776,71.70158440947814,71.77169980209469,53.371391785832635,88.9831875115477,83.93025216946006,41.01328974996364,71.18321507754308,63.34608106723344,6.830010181757376,83.30240046933437,54.29994309844515,54.183712885899816,48.96564962584624,43.63458582526857,63.415488660364794,93.61387340414652,98.00622872690485,58.39336592797013,85.36007215488493,75.06981557032145,8.214570713012534,53.782401522699686,43.37897898706812,75.49400105351052,44.80442947181469,5.330414005507974,77.43393807101423,79.16153273806118,82.73866707644532,50.05054453434034,32.24580915998905,56.420841170726845,65.3207454265037,58.35260236758214,86.87776111560494,53.92828536405163,3.6376379333507454,83.56276068630345,81.1393813931861,83.03789475096207,7.31801415302958,86.2753310787241,86.8072848340896,66.0086897775101,91.79420921884521,81.35759982649726,33.36091481600441,1.0719461763177973,38.93280637655829,0.8331707976340058,79.9898114564692,91.32511913567346,38.38756278379444,6.127659394836565,75.32735317162258,80.8281416604422,37.769466473247185,85.60669637014286,94.1379878102933,80.62807534463096,54.41320940782313,91.28173549520093,58.5178647293235,86.30258504928919,90.2384472091669,86.69510963492245,45.279936742349584,61.55496974317191,66.08374417628761,1.4058610659426634,51.61371067768024,55.23436808207769,91.30079382048994,75.68251836378941,68.4084143514775,78.75956713943593,83.54192225033559,52.86464666889569,45.27668703252988,55.51116966253794,0.7199823009002483,57.658424530621666,36.79183339378767,53.73082749684757,42.54286811941253,24.623570690032626,82.57395105102026,75.58898024391968,59.655218951066054,51.382715072814534,5.695630785333108,3.5116795836561606e-10,1.9987070327310297,0.9798061322903813,2
-1.3744136492219818,94.30797534928216,40.081257514589815,63.4726223381219,38.51119144965281,75.34585999581131,49.487688227405215,86.6569174882558,1.0057643220732129,65.24877843805076,77.27141607802976,71.88124244346174,71.91119582174265,53.36283392932966,88.90966402980767,84.2496087141803,41.11270740130338,71.35167819460838,63.47753565978595,10.249394725144473,83.37267902726691,54.384886707392894,54.22406769309661,49.00868813887132,43.76219811407767,63.5516459967959,93.77153042298424,98.08449274124546,58.62923672537871,85.5001313967663,75.07163948379034,12.423821707268301,53.93171309334726,43.319416115382495,75.61220436793037,44.839236679597285,7.898089777425758,77.38855393395905,79.31425856169913,82.89539309155879,50.09798099783321,32.469252999452095,56.64854524303857,65.54914077655626,58.40260291144987,86.88774552133141,54.025509209955494,5.494843317511145,83.60694338757614,81.2119028775389,83.11406868366299,8.280662768142182,86.09799539967645,87.11211711469551,66.09925424487139,91.929421759802,81.23860747045502,33.37294767407786,1.2561739907540064,38.99091528642315,1.073056892989155,80.15485396405509,91.51135356562287,38.4765330240984,9.638998778789889,75.36822796644861,80.88470710352611,37.964769908950004,85.53938515200153,94.30482686281965,80.74270283365611,54.53686965720345,91.30598792993152,58.54822710481173,86.59604350629097,90.34279480910509,86.72029848318009,45.321516985309614,61.671835788416324,66.11528296719983,0.7120116797735683,51.69310024253773,55.379103914867756,91.5014757816436,75.92914212364342,68.58003847303563,78.84865314120806,83.67751927757598,53.08005040812951,45.316344480098046,55.66787549708533,4.486596951978107,57.69609496620779,36.95256714133624,53.8120047934651,42.82295904181378,24.739494256035293,82.9059537514786,75.74801378863228,59.77319669467335,51.427077504861174,5.09304067614552,3.4902194006762647e-10,1.9987289616436004,0.978638687850378,3
-1.6338914315846902,94.46623387442021,40.193223681679015,63.6326939922692,38.734939063600606,75.38967039825664,49.560613504045364,86.78796185596394,0.6318881633499714,65.40591130173425,77.33793462861665,72.09083035573379,72.18740118732393,53.468000181051984,88.89089417760366,84.65650040607369,41.24176771141543,71.59310127636817,63.6544137109732,11.713297429059454,83.4798963482095,54.46443530682826,54.32884693183373,49.14266705544025,43.90616956897964,63.74096536252534,94.0034722086683,98.1441030905909,58.82262724214445,85.6309087447352,75.25125672293407,14.477119585060924,54.10596108091337,43.314344428593046,75.71819100617563,44.914722151319346,9.384104731131046,77.43593627143719,79.49856604060672,83.0634764709552,50.12867613599114,32.65870747616597,56.890759082168955,65.79931268155318,58.45500381465629,86.90880983620201,54.17679333824513,6.391910179946313,83.75808144578382,81.44307225408801,83.25951031871844,8.882904360033686,86.11341286905979,87.46083077854881,66.19639150456746,92.06031765613874,81.10060837113153,33.5117625508669,0.6737718091727459,39.098704982783545,1.0052955802673966,80.35472737739182,91.76858814881771,38.634950075472986,11.145149056056908,75.50506728284381,81.02094828824431,38.49463249584176,85.42375193849138,94.48757172302275,80.94323049032985,54.679708652123374,91.4493322411667,58.58168755786905,86.9824196911747,90.47011451536206,86.72435121729693,45.38739052130597,61.77261402862494,66.2552237858419,2.4331000690434337,51.78697807531699,55.528318881860216,91.73781753439955,76.20701985461415,68.77677077426516,78.94854400996418,83.86310134348669,53.32015831244868,45.42506961874507,55.849937246332395,5.7376505054382445,57.81722088180828,37.18421196509765,53.88489054808124,43.28979273763273,24.79633698565455,83.25474272319688,75.9454771323513,59.94453602789636,51.509983854886286,4.619364717909772,3.4623115276871564e-10,1.9987550492702721,0.978140842338443,4
-1.6969668882365494,94.61004325216574,40.32009006468643,63.72420700496697,38.93083432273362,75.46762917063744,49.604646736098736,86.95238646380878,0.4962805002083965,65.62060397658486,77.44883745839793,72.2849125573143,72.42571578942365,53.595953351184214,88.8705450523257,84.98792632483861,41.312534038695546,71.82942769396831,63.77097021942498,12.446051752070705,83.59880836394964,54.463753380677915,54.46647819215899,49.362255291326704,44.01528512156981,63.90303939068496,94.13272383970693,98.2056146737139,58.94827621830248,85.61926719576131,75.43257530576163,15.641215143413024,54.219160122068686,43.360948061857194,75.82670226592415,44.980478270724184,10.090637403143495,77.4948103058801,79.59757917247363,83.04620289909943,50.1710580565912,32.8238475811255,57.08777759319411,65.92304338625024,58.50835905926976,86.85296677846229,54.28203037433096,7.132606799378999,83.9455392579713,81.78011302632272,83.37215495000115,9.036896654555175,86.1902660992974,87.79384639044385,66.29801423746062,92.15668312333966,80.94521852371795,33.67659693315541,0.46428305414150883,39.15877965124789,1.2329478068821522,80.46607228486879,91.96861153051887,38.73075580899651,12.040099420945994,75.70308118388998,81.14579976635807,38.588698077522814,85.28307602816544,94.61950618444489,81.0265348203163,54.80769784716329,91.73630267595668,58.62906302638273,87.2913865829533,90.57812583543168,86.75833097658669,45.40885956956409,61.7887549785451,66.36367235204796,2.601992819259627,51.86741977947105,55.63643345929234,91.92165408592702,76.4037126797845,68.93457741660727,79.04288608528198,83.93741107371248,53.41747070834552,45.54585480592853,55.912075437342956,6.425555329364335,57.8562520463206,37.31603746875136,53.87053920944168,43.595247187322926,24.81648583916143,83.53946560169315,76.06814061921493,60.1354472524839,51.5738128609587,4.122965734507238,3.439431778248409e-10,1.9987741777344068,0.9779058014177023,5
-1.3450396940320009,94.61289053042702,40.2773335384372,63.68183519886475,38.86762758535189,75.47639348461249,49.52622959319383,86.96011544412441,0.21879565726949,65.69467187502437,77.49561611108254,72.29816062395346,72.30802265770684,53.62408762562771,88.84913166569653,84.98664047273019,41.31593868243639,71.80959653854904,63.81910473263713,12.381113220943217,83.49543730716171,54.43998112188438,54.44345102058132,49.410841763514156,44.020648815000726,63.86028163094087,94.17292418586389,98.21015499109103,58.890113374988466,85.62259414345246,75.21338500635487,15.899465749447922,54.204017914295136,43.37067226189216,75.84196147524918,45.00392901722869,10.204988616295683,77.40098966842591,79.59679467804314,82.99046313118164,50.13045571438969,32.79009693701582,57.138104938579,65.91565521794,58.51022772649761,86.83230473220254,54.3070089104376,7.279463578126802,83.86914452127695,81.8171993086552,83.36512502973665,4.5217438933719745,86.16813504059728,87.85535028378469,66.1610140997957,92.02071210618901,80.67595734015944,33.62196770125098,0.4187041251893435,39.187607650145075,0.9184710971981942,80.43254434221603,91.99593120764048,38.700944564423544,11.787766451735441,75.52098763282592,81.17472320816188,37.19530006585562,85.20259725099987,94.60758053167069,80.99261345101141,54.81832814779258,91.82021345516078,58.59821012552272,87.42256834114846,90.5631571589983,86.79985151002427,45.391153309961005,61.75841265550834,66.31115508275059,3.060342404127059,51.83043594435987,55.659665733140784,91.96336718191608,76.43314378598188,68.94745142736198,79.0404504103065,83.9496785933496,53.31728735294229,45.476293705193406,55.870403360942554,6.410737410586188,57.81709545521127,37.36332752837076,53.858851192024844,43.415101580450084,24.800738789676892,83.57617683083551,75.96846267336295,60.17258287379621,51.572201791231684,3.4086681388643263,3.4338653613719153e-10,1.9987759057379926,0.9783218974395683,6
-1.5406816821598937,94.63784390103743,40.27660817774257,63.67323128023293,38.844666667007644,75.49374765270342,49.53592981258801,86.96161223584946,2.3613029459367523,65.68629670751002,77.56840516127578,72.35741925472968,72.30432044811663,53.61981985058907,88.88628183731586,85.02958409104546,41.29781388301403,71.8485531605313,63.8444905012532,12.286914813446588,83.46660368827196,54.457360614522834,54.45896521424927,49.44679214769753,44.02783364438968,63.87667688443308,94.19194819280229,98.19665006823737,58.851481980828346,85.6479751118889,75.24176322962845,15.83608480840688,54.26850440714149,43.357852446909995,75.8578516758605,45.01603686797421,10.405051418363952,77.39452461872177,79.63134406123334,83.01298086338873,50.13848007956943,32.824903148961745,57.16851537119071,66.01451692027165,58.50711613791785,86.82864993755791,54.32235614438384,7.558217007435531,83.8925899085355,81.87284889692764,83.37455646653261,0.3862174393562938,86.2135797239699,87.9240775703371,66.19423037040573,92.01039534317391,80.63791405035875,33.64321950228717,0.5781408003930198,39.212939966096286,1.0329025068702646,80.44538339741639,92.02393962028815,38.713365743983935,11.653147536577757,75.52721401957609,81.18768734458425,36.92788800847255,85.17167919014213,94.63942317732301,81.00073450830516,54.83162798400012,91.81786707254408,58.58721242505353,87.45081143797285,90.57413176487982,86.78637780228397,45.40439745543982,61.746829503476924,66.31080078096748,1.9937541377106711,51.82290673209043,55.68474628172599,92.01413199054613,76.51499825382727,68.99964921294558,79.0519042660039,83.92466764175441,53.270254909779545,45.49235081747704,55.88994460697218,6.62593148384854,57.85426628759717,37.42413592497734,53.87938263868036,43.40510511350553,24.780870677418417,83.62284385077137,75.96594256228897,60.25279725514371,51.595738637121656,2.647592193184797,3.4213986336020893e-10,1.9987823236306075,0.9783888757275566,7
-0.2544555197220786,94.65070419182499,40.24110598999578,63.61465401689128,38.802913783337985,75.50556828992134,49.5359237877558,86.90305473886502,2.637830727311555,65.5994237756669,77.54324070404489,72.33812879997227,72.17841524968335,53.53817761188128,88.9340815210783,84.97868728595745,41.26844599421835,71.8119328914076,63.82301249671308,12.130592153675988,83.44977164541528,54.45161833228789,54.44148839107176,49.43226296251015,43.998047501060896,63.881286561090775,94.16625135292082,98.15591601402504,58.79263988501207,85.58667346581424,75.26121365469345,15.649673630137062,54.26172909695559,43.30093402312905,75.84637537521742,44.96162092882786,10.287915253526887,77.41124488278753,79.63122467592655,83.03442954258331,50.12485144028406,32.756779866917014,57.15149516551482,66.06854483277691,58.48931033904248,86.81612956804717,54.30647259046512,7.715727469873174,83.88768357618562,81.85875614325903,83.35554378254595,0.1334516223351838,86.23125869266043,87.89803139191751,66.20332867407181,91.98103827047298,80.61608337335046,33.62657446976369,0.05194135466325605,39.162265432586224,1.5468557666075602,80.38135110309943,92.03930661033966,38.68282727672478,11.438996149542339,75.48626642835266,81.16360977449862,36.29668088929149,85.09939169059447,94.62137037895207,80.89418476350744,54.778973406664406,91.72891557777822,58.562896951288735,87.35470115748988,90.57968990741308,86.75951708188882,45.37674059878393,61.69217753410805,66.26103455582151,1.0390196359450201,51.78459055356191,55.69657819710275,92.01139212970293,76.46595711742235,68.99641235905175,79.02373826297992,83.89041639590705,53.23142587341228,45.50841961096531,55.89598860462838,6.619370311072898,57.84667803326488,37.4383731692354,53.901159271271695,43.298039359184905,24.602787557529616,83.60665028976881,75.93723101022428,60.2375407026057,51.597809330457416,1.2576023812494457,3.417492932564618e-10,1.9987804341459898,0.9789079668172017,8
-0.17399934569692593,94.65817487206733,40.239951254836775,63.66386508025195,38.806703603509035,75.58695545311701,49.580421005718016,86.90913882597357,3.8568614853403473,65.60015323827827,77.54825002365322,72.34120329793144,72.18118289264969,53.59019015421698,89.00284922333431,84.98820419160339,41.27134024217726,71.80980288506879,63.82212773351291,12.122568043174795,83.52035986633506,54.48477599327987,54.48244671984398,49.4329076189118,44.03247821976021,63.95868308093113,94.16902692178246,98.15218420350905,58.80174691845429,85.58415024436994,75.38636177345168,16.021041904843475,54.27542488198107,43.30097701450362,75.88902976439067,44.96238720477249,10.348230625263216,77.47977155869003,79.64188977980267,83.11689849792454,50.162373423857424,32.75545238589601,57.232301966432345,66.20761282654232,58.53150765092888,86.86797140926349,54.30502938592706,7.724433717072144,83.89430380326417,81.87370885365428,83.35492135113063,0.0920791205243667,86.28751275530048,87.8962689172394,66.27730776865636,91.97768600015159,80.7041841687977,33.6887871216572,0.04101277696014421,39.16716176959684,2.119410649302564,80.45679174430869,92.04302230756846,38.679282019682894,11.428402438927705,75.49412364759932,81.22072321258209,36.93484234967437,85.1678469620555,94.62447049110644,80.89150417006353,54.776353580188264,91.74142084557928,58.566739592062724,87.35576607487911,90.62466417728514,86.85437401599218,45.40822711765024,61.69329982145116,66.25366489278561,1.5113005837332345,51.78193518151857,55.72852648366126,92.04820522421286,76.58421230003317,69.00011666459311,79.03039932125685,83.96015066516944,53.32767520900377,45.509035797968195,55.95835598390753,6.875001111074081,57.84640628437227,37.451273210996945,53.95718760981033,43.52642982209689,24.596679186928547,83.60456696075902,75.94141631626765,60.24121658008055,51.627306409624005,1.0368793411512813,3.405407672816703e-10,1.9987856156691823,0.9796255236714314,9
-0.23907397296841007,94.66863240514752,40.239066476823965,63.74454264261345,38.81214687130589,75.71406366438731,49.648603451741046,86.91868170936986,4.671373673656299,65.60284268644074,77.55640839917483,72.34518390356395,72.18668230752368,53.67123719757794,89.10789897165915,85.00181237236686,41.27702496254962,71.80701846314898,63.820529468584425,12.115858774375745,83.62682171811183,54.53562002256566,54.54539336564698,49.43267170200451,44.087250074167464,64.0802537168742,94.1721808755411,98.14932227944412,58.8160303568414,85.5810093048876,75.57323148026678,16.549696032559726,54.295800221561606,43.29745645171156,75.95564835351671,44.964416005690744,10.421430704977585,77.58631286316671,79.65695434925682,83.24246372412823,50.22185108878003,32.755128628611,57.354826583398705,66.41507992286144,58.59849006979772,86.94951719711361,54.30426332098249,7.735096206734675,83.90550828528187,81.89549709115633,83.35504751713799,0.1648950386494114,86.37482090528772,87.89334238586783,66.38900848831948,91.97308696073297,80.84383944015562,33.785480505937606,0.04618161814152413,39.17428344748467,2.5348627064842626,80.57383055987778,92.04749327473814,38.6745971032421,11.410777318098903,75.50247567590193,81.31131358049082,37.87548465721747,85.27685152775547,94.62938308135536,80.8896320100823,54.77416568499321,91.75982882271644,58.56992437363572,87.35689249518794,90.69193858723867,87.00179297080818,45.45775953378464,61.69776470049099,66.24578402034311,1.8780325023794757,51.779573420653065,55.77742785360183,92.10488864872129,76.762638097521,69.00456667328436,79.03933726580908,84.06800240060907,53.47867671844417,45.509169767808615,56.05493426027122,7.220447650207198,57.84518867638083,37.468727483207324,54.0448602422084,43.87830373218855,24.590159265096933,83.60119261747549,75.94747154181361,60.24637467989234,51.673674402144584,1.1559077668011544,3.388388810483464e-10,1.998791780047237,0.9806257403753659,10
