mean_constant,lengthscale_dim_0,lengthscale_dim_1,lengthscale_dim_2,lengthscale_dim_3,lengthscale_dim_4,lengthscale_dim_5,lengthscale_dim_6,lengthscale_dim_7,lengthscale_dim_8,lengthscale_dim_9,lengthscale_dim_10,lengthscale_dim_11,lengthscale_dim_12,lengthscale_dim_13,lengthscale_dim_14,lengthscale_dim_15,lengthscale_dim_16,lengthscale_dim_17,lengthscale_dim_18,lengthscale_dim_19,lengthscale_dim_20,lengthscale_dim_21,lengthscale_dim_22,lengthscale_dim_23,lengthscale_dim_24,lengthscale_dim_25,lengthscale_dim_26,lengthscale_dim_27,lengthscale_dim_28,lengthscale_dim_29,lengthscale_dim_30,lengthscale_dim_31,lengthscale_dim_32,lengthscale_dim_33,lengthscale_dim_34,lengthscale_dim_35,lengthscale_dim_36,lengthscale_dim_37,lengthscale_dim_38,lengthscale_dim_39,lengthscale_dim_40,lengthscale_dim_41,lengthscale_dim_42,lengthscale_dim_43,lengthscale_dim_44,lengthscale_dim_45,lengthscale_dim_46,lengthscale_dim_47,lengthscale_dim_48,lengthscale_dim_49,lengthscale_dim_50,lengthscale_dim_51,lengthscale_dim_52,lengthscale_dim_53,lengthscale_dim_54,lengthscale_dim_55,lengthscale_dim_56,lengthscale_dim_57,lengthscale_dim_58,lengthscale_dim_59,lengthscale_dim_60,lengthscale_dim_61,lengthscale_dim_62,lengthscale_dim_63,lengthscale_dim_64,lengthscale_dim_65,lengthscale_dim_66,lengthscale_dim_67,lengthscale_dim_68,lengthscale_dim_69,lengthscale_dim_70,lengthscale_dim_71,lengthscale_dim_72,lengthscale_dim_73,lengthscale_dim_74,lengthscale_dim_75,lengthscale_dim_76,lengthscale_dim_77,lengthscale_dim_78,lengthscale_dim_79,lengthscale_dim_80,lengthscale_dim_81,lengthscale_dim_82,lengthscale_dim_83,lengthscale_dim_84,lengthscale_dim_85,lengthscale_dim_86,lengthscale_dim_87,lengthscale_dim_88,lengthscale_dim_89,lengthscale_dim_90,lengthscale_dim_91,lengthscale_dim_92,lengthscale_dim_93,lengthscale_dim_94,lengthscale_dim_95,lengthscale_dim_96,lengthscale_dim_97,lengthscale_dim_98,lengthscale_dim_99,outputscale,noise,alpha,beta,iteration
0.3441431050190733,79.65552983788771,39.95098147465064,65.94556624906633,4.749401595404598,42.16878193351652,42.263394146981604,76.80748671572488,65.73580551148316,42.13176505134404,32.11859466416975,87.64064095086384,47.31233863933116,80.0768442468545,65.13792432043536,39.05056244315533,62.962165218863625,72.02363576175325,43.53950507286709,1.9488773339984233,68.34583905596557,73.1334551895347,5.140704848749534,30.342288154059048,4.594117294340826,74.3303742967592,83.13657506463811,44.93393338919562,81.69175285916255,78.63479202710249,41.59663433522491,9.784393649980045,48.52235169974089,33.0454968235271,65.68585084012716,43.01288751680967,52.82908036595211,79.05438058102517,44.2252435600259,76.94807568358614,70.48365503889859,36.62246987735259,66.0691045342539,90.06726417751268,49.46127708853393,56.19844176410876,83.88266458336582,48.120971387664746,79.27696763436032,75.78195163188178,38.19157243586265,85.52151785006413,71.59431334340903,56.67255109349493,7.249802124045146,62.32363646480448,57.122279496553155,41.65806627809776,91.19729704522138,48.371759331198675,78.8463964464153,72.83326307441297,59.047416273054594,3.0011812400987816,56.99945490782855,57.33351463630693,61.43789650138422,61.26463050723064,25.303505140028125,36.14085612348346,75.69652385575158,70.42393608486849,4.14508621946178,3.301405384990907,65.03078453174797,87.91243436190578,83.19588764394818,52.63168265121403,38.186796098765306,5.711187998036857,30.828541027564,81.21316213676268,55.714234035858745,62.803857174337224,47.49386241717362,2.4567190276178943,65.63275815718714,74.61641321406321,82.4881380419716,87.00976407307633,36.20865132980016,80.52843852879742,38.06619128653024,42.8020926159304,68.85706912122977,41.61914400728118,69.03619295095412,73.01132804223353,38.019699261803204,53.70033296851758,27.73166440768261,5.964062708888778,5.115608816989441e-10,1.998547799062561,0.9483771473844015,1
-1.8364176048981031,79.32387165583427,39.95339108587093,65.090896036064,3.9750400888403394,42.17606715406352,42.09776337522742,76.2066677025778,64.84784828058797,42.229615393248274,32.24090697194339,87.33520809947323,47.317336534507646,79.84847857450579,64.38722840648477,38.94519064100321,63.04416264880697,71.95775184229451,43.40887958777604,1.9839407740867632,67.55346316231267,73.1962096877829,2.5587208326770368,29.305160766147615,4.270461791225387,74.40024551950577,82.03031809067289,44.23224428962184,81.42993076005925,78.06271419269554,41.6231119312979,4.764376707592558,48.738523923630176,32.88100469487735,65.60176123715176,42.878992226324286,52.60261476048344,79.24377666703069,44.192389906097965,76.54286748094442,70.5923025676923,36.27166496022989,65.21683264842714,89.10506849230775,49.47509231928505,55.82861325246783,83.95946653834557,47.68629521709231,79.4440430035319,75.51857095792077,38.08960462375952,85.89284022503024,71.59483039796153,56.71562660454277,3.0239215331859257,62.10436860545034,55.90227891962436,41.535867297906215,91.19959644447184,48.111733060743965,78.46468965853286,72.04197548226827,59.007194394872016,2.5443863096773853,56.382107647104704,57.410720913557356,61.587477905603414,61.316963723152085,25.253250676915254,36.268148390601944,75.73746393836053,70.41284631480487,2.034352910461058,0.8062442314105611,64.98637934865337,85.95022860537331,83.00108456341268,50.767206644417534,36.834382880849525,1.0416956405535487,30.98097550338884,80.66008261115772,55.2928301226863,61.84068378568285,47.077446817413055,1.5531061716631287,65.52942815331453,74.67173602134706,81.97543809209901,87.0061399831172,35.14052201591515,80.3790040354148,38.18344371487393,42.201703757241944,68.77815800322513,41.429007904213584,69.16833469774618,72.37219765627654,36.90541847028938,53.488522245278304,27.046914928768594,5.846236712538093,5.198589368449355e-10,1.9984636060667187,0.9772248802178005,2
-1.6904279608542758,79.36040872359759,39.991552533393225,65.06825321759759,4.36517640761452,42.18994944014233,42.0925737143584,76.28025316113441,64.79436178010657,42.22463649114534,32.28146189713168,87.35607637005923,47.336719841378134,79.81850778830191,64.38073927255094,39.04233804616363,62.95557889988086,72.0504924621252,43.447245852432374,3.219360539529139,67.56191148180119,73.31974183369651,0.4352667050083981,29.489777025817226,7.32682393660672,74.41732498402025,82.05219820475702,44.190518581889336,81.5774989043501,78.03736680108253,41.62038646478087,2.4227931888888303,48.784981898302696,33.092710564337764,65.63072034491489,42.864383462350816,52.61416311698546,79.34553800543861,44.106590425957,76.63005498376656,70.62555559717225,36.235877709988046,65.30176287282482,89.12550647775876,50.00487007360481,55.857358794211294,83.9744633003732,47.72472605173005,79.49707872430837,75.58768583632494,38.27051539024507,85.99569164008633,71.58092201198059,56.707797278708306,4.370195012596718,62.18741396730236,55.762450789679,41.65366917293558,91.18765502461906,48.13552088071714,78.52049411404236,72.08035861935332,59.050718358556274,3.2512163239513323,56.357830279492234,57.465872679545605,61.6752893743638,61.27858574303346,25.25983501180921,36.29768336515544,75.77331993189834,70.37469285080371,3.8957980596549153,0.7751210847381771,65.04916140849558,85.95770798772843,82.88356011821134,50.49873961165254,36.81906624705137,4.320402425606707,31.094825703460035,80.62506902081974,55.33670521832992,62.05620190726072,47.05516130353155,3.1341554609163036,65.46191677099105,74.78805965543158,82.05175641362065,87.03270319050549,35.09491110904421,80.43933604639923,38.2130156393811,42.20480156015009,68.8575060841774,41.475761965577824,69.2578697463976,72.33182697788337,36.881678773425016,53.46497064064984,27.01272075875114,5.135996492891055,5.177235097230633e-10,1.9984792560432236,0.9754865097870766,3
-1.331501158757147,79.51142907898377,40.10715712328513,65.05504706859607,5.534090660421959,42.27968613791599,42.092582944157364,76.61227939184305,64.85800696192283,42.300781358030235,32.332927464343335,87.4381365542035,47.435996951918455,79.83974742905818,64.4615895076043,39.211907508439126,62.988412472184336,72.12377758080086,43.543613904113705,3.749248559786712,67.56825887239488,73.43001869381244,0.22166918287049683,30.076446102554304,8.757783652563399,74.46475735905332,82.13054024729709,44.16646526350083,81.7392640976891,78.07676582966361,41.613600381558875,7.848324768618794,48.85389654060041,33.34490602291964,65.70993622421283,42.96711877115541,52.74035908055731,79.49170456720249,44.11001011130439,76.82006274141523,70.78139455731633,36.281217079072356,65.5356577457119,89.26441210619697,50.602074929148635,55.984720665723565,84.10640275876659,47.78409932608108,79.60779902282857,75.73257053377269,38.48487725914125,86.15533880455017,71.76024074564711,56.73306774813141,6.646279390724826,62.47999231261556,55.89572895204518,41.839077949681325,91.21669970031564,48.49962390176729,78.72911998487425,72.25901442672125,59.06988709619568,5.0292171007924376,56.39591248878398,57.526031931005996,61.77092399805269,61.468174402909334,25.391399774945953,36.40767052853976,75.88948239280147,70.40635076440205,5.376082754454241,0.5949771821430767,65.15699447430225,86.06283903779716,82.7875868208439,50.68750464544887,36.955616776340065,6.718137597663415,31.178370593696656,80.64574889196072,55.523148684787365,62.553456962146065,47.09528104846808,4.656620522038363,65.94501343254417,74.95535605695876,82.1989767340608,87.1066510755858,35.10596443739937,80.6239151951922,38.254300669948705,42.21812792219167,69.04003099536696,41.58102878369727,69.39688683523993,72.46696773432848,36.93627671322289,53.64215310174501,27.172225353973133,4.004505627313573,5.131590411312552e-10,1.9985119106195544,0.970766269332979,4
-0.6152960727154059,79.43062282080949,40.13563239856245,65.02279671329099,6.213653696271322,42.33559667170561,42.14391347508824,76.74222678398681,64.87046877707658,42.294079420561495,32.25648021967307,87.34468739761735,47.421453868038554,79.84281614983452,64.50383949875857,39.161076265729186,62.917592498898365,72.14030089788608,43.55665018128808,4.18390613453155,67.57444270752713,73.45922854400551,0.12421142803711134,30.14788616981608,8.895143161514255,74.3910233433133,82.11345608800777,44.168055990921076,81.72716160395018,78.0002845810072,41.59963140747437,7.377327954877837,48.86541005881766,33.14791239094974,65.70767744747899,42.98122215785058,52.694581943736985,79.53657369244738,44.167013074227256,76.85703362513453,70.80701042127522,36.31081839898887,65.55925793380898,89.3036689338589,50.44999334268509,56.02292599277407,84.0989365149545,47.80328981576387,79.59805378347782,75.69832945571433,38.45919567270261,86.15244477986256,71.72336389508023,56.73821742369559,6.958043773768575,62.60965127002173,55.854193383828175,41.59852546987012,91.20191751535829,48.668467087874234,78.76359709017382,72.30646188715342,59.05087541303313,5.4913053924661845,56.38763465613977,57.487180312521524,61.75317584408303,61.338039218595945,25.503004738111084,36.30771293127903,75.9337072558632,70.35994425792403,5.226674153673937,0.20954853941367088,65.17266877330101,86.0825253248715,82.79275332527915,50.549132051510846,37.037181867210506,7.2290764389928635,31.18948502204833,80.64208086067633,55.531043862975906,62.65165184852765,47.089784681721476,5.109284698387895,66.19262117754221,74.98759477230519,82.11707710775948,87.06543380735093,35.02001962460541,80.70091624089052,38.2351874305036,42.12409509469141,69.08677915909115,41.615692147135576,69.32741944819007,72.34465845838173,36.95136389210666,53.713886721502,27.170155461711254,2.452798496798585,5.114919481776168e-10,1.9985175982313792,0.9684750565064014,5
-0.41404454971203786,79.40348566655187,40.14573405085767,65.0173753362037,6.468521151709893,42.35909483847781,42.162307168052386,76.8014368037001,64.87876546696044,42.30341476184559,32.252738723735526,87.33921456106789,47.42215939950445,79.85785826450797,64.52554298868552,39.15543759524191,62.91036175341666,72.15058527121685,43.56173184987014,4.347149176811729,67.5788335520426,73.48229605966137,0.0785455454518354,30.200136213072785,8.966663932912564,74.3871593599475,82.11906223961704,44.17519867188372,81.73879618924049,77.9964787485177,41.60129761357727,7.341501506249448,48.87603961869757,33.121242020784784,65.70302328426789,42.99198508405823,52.70222101734663,79.55613698131668,44.19350690643751,76.87105376155237,70.82943939312564,36.32072519134786,65.60605790820503,89.32694503823684,50.40407210190049,56.0511226413128,84.09073376998951,47.813481479800586,79.593460833553,75.71269357577489,38.46486454701797,86.16310010731986,71.70868125706961,56.74852710283123,7.116854197137387,62.662088246537905,55.86327089223546,41.558313741222484,91.20344441918667,48.76021739940765,78.79087599759181,72.33510153353406,59.05518534673358,5.641990305124571,56.39351868442522,57.49025246495498,61.75021371529468,61.31270562771346,25.5558671073318,36.29308257950976,75.95936863951648,70.35766076753559,5.2078506354167216,0.10677627565648086,65.17766052100008,86.10399096731017,82.81147831264303,50.569616264660326,37.07496305132876,7.414712670787509,31.197948385955044,80.64612421235852,55.533779088916866,62.709743777823434,47.09212449192465,5.265570060846361,66.30654275164586,74.9996036543136,82.10232486669642,87.06133425785771,35.00017550535672,80.73020871721576,38.23711417884059,42.114437847715365,69.10085744643196,41.631496654403364,69.3079459562495,72.34262980337826,36.96420263522554,53.75218411812497,27.175269989413344,1.4728473891965292,5.100862582392961e-10,1.9985236413321654,0.9705239534497623,6
-0.4029573199352207,79.39520862371148,40.151012611600635,65.01675241315195,6.561851476269485,42.36957207509313,42.16934505399159,76.82894592891769,64.8838719479292,42.3086234689376,32.25507677223497,87.34289433339659,47.42401230407783,79.86550692583523,64.53519870758363,39.15799895229868,62.909648898476696,72.15663893452297,43.5645366129834,4.405809439898572,67.5806567744587,73.49466312415686,0.07425657343536264,30.227416286460485,9.004663084210696,74.38706254959267,82.12328099749043,44.17896340484147,81.74607422787176,78.00050775858743,41.602427166863265,7.368027499827263,48.88138213033425,33.11989664214982,65.70223519979025,42.99707869873004,52.710426202197304,79.56495280816253,44.20432302731291,76.87993870434082,70.84091279691677,36.325602764710816,65.63082560733717,89.33802533677944,50.39871778220613,56.06682593540857,84.08882130845166,47.81863052893978,79.59242551144409,75.72136511444195,38.4709585284495,86.17081585209911,71.706491261318,56.75395993089257,7.189843895274934,62.684158488237166,55.87097977534925,41.553203772696826,91.20534000372065,48.80148150820788,78.80663761420044,72.34868851235952,59.058709095260866,5.700952217555624,56.396867752993366,57.49416485934333,61.750211604277304,61.30922096286392,25.57995366733374,36.29352488256655,75.9709784021143,70.35950219471668,5.220462697402321,0.10061788744443151,65.18024882875444,86.11544159499604,82.82121446497042,50.59463937407213,37.091652149927114,7.489286160174393,31.201473189254777,80.64810610902865,55.535416922270194,62.73817670022191,47.094756536255694,5.328891833591116,66.35852959272701,75.00581203922195,82.10261586515746,87.06216259750101,34.995645514984126,80.74334681781991,38.239060793297774,42.11398841241526,69.10708898134872,41.63835108872752,69.30444852084553,72.35172012041043,36.970321542941605,53.772139523231864,27.181255188692624,1.453509174832131,5.091880809849374e-10,1.9985287989874614,0.974521081783425,7
-0.2730508564682714,79.39048097056929,40.153644956737466,65.01643659991501,6.608314381452973,42.37485660047658,42.17208757718173,76.8434606447507,64.88609017788448,42.31104896729748,32.25687998133845,87.34532600061989,47.424117604720216,79.86882020013873,64.54011259557006,39.16001951396285,62.90843656303836,72.15986739067105,43.56617144767614,4.4311401350199855,67.58157110384037,73.50180456938347,0.04519438733026714,30.242267064454513,9.022161622398436,74.38532402706711,82.12572882116312,44.180368054780544,81.7498362156066,78.00297066542957,41.60222879053029,7.372610849675278,48.8839179624019,33.11978325465899,65.70157928518724,42.99965398488033,52.71553950812422,79.56887489138406,44.20932899311652,76.88479607258614,70.84641733276572,36.32826546741117,65.6431222587649,89.34295813743044,50.397752629789444,56.07550565542758,84.0880684136014,47.8213321583463,79.5922011802059,75.72478868499002,38.47312212756434,86.17510909838806,71.70601685255528,56.75615682377519,7.2279744565979,62.69487845337872,55.87530367893348,41.55182401403589,91.20642077836385,48.82066170901497,78.8143271016114,72.3556340474162,59.060482678014004,5.728851065710664,56.39794894835634,57.49577837454404,61.749783544066126,61.30708391528911,25.591664520657467,36.294536518264316,75.97686355867978,70.35995387491951,5.226909907156928,0.06321488196118874,65.1814729547706,86.12154027513492,82.82649927782407,50.60619450147992,37.100307959422594,7.52765752843359,31.202531733121994,80.64885502989355,55.53592323344032,62.75195936638406,47.09615155537795,5.3587948664506,66.38661415994721,75.00960110718832,82.1036894158602,87.06240181820185,34.99345229379166,80.7502532698642,38.23986450432623,42.11372963165348,69.10969961640973,41.6415300303089,69.30312201173518,72.3564714094716,36.97296836537853,53.78336134795997,27.18549650074702,1.2522628768776467,5.087577484591238e-10,1.9985314142804584,0.9774983439820746,8
-0.30872016592359897,79.38807279044592,40.155000880776605,65.01642823790826,6.636500995033688,42.37772097499835,42.17357172083573,76.85176995656931,64.88753320256195,42.31247641214941,32.258155484927464,87.3472183369506,47.42422919361208,79.87056653331763,64.54280744429603,39.16155440346542,62.90797768970134,72.16185759029317,43.56719248622033,4.445305681742883,67.582164828774,73.50607178840902,0.050769083860676745,30.251437518585192,9.034407432769303,74.38439316937315,82.12718326264331,44.18127788970818,81.7521147823457,78.00480360500265,41.60205717667954,7.377624635169629,48.885355988748366,33.120235106150744,65.70180830034757,43.00117454915933,52.71891023477794,79.57180530862203,44.21191630296004,76.88750657901535,70.84963458204336,36.329807577766566,65.65027034445717,89.34580951518106,50.39823904261332,56.08045816005299,84.08803341915751,47.822937798667304,79.5922191673045,75.72693548251809,38.474956837054926,86.17796009056678,71.70664998059183,56.75730990460759,7.255624932062806,62.70057335228994,55.87896276331389,41.55191564091985,91.2071272347398,48.83131536224433,78.81854688468998,72.35962882395822,59.06179971860464,5.744387648460578,56.39853114205819,57.497055463826904,61.74963066715012,61.3061666742672,25.599104566431,36.295624882524756,75.98007551662579,70.36030223912573,5.232018930204796,0.0661638407521534,65.18224404120669,86.12503070348093,82.82987555090521,50.61347889509899,37.10495425333735,7.549078002776056,31.203231550607665,80.6494416889301,55.53625653851203,62.75901238316931,47.09699660966933,5.37545312659168,66.40205214000915,75.01178365603546,82.10482173621418,87.06280553008087,34.99243323824727,80.75423837756975,38.24033981544097,42.11374937262737,69.11113199274386,41.64321839925197,69.30288643199039,72.36010314233144,36.9745529980705,53.790119139290624,27.188663684496472,1.2765860782520329,5.084827709644489e-10,1.998533545685649,0.9797946354449656,9
-0.3431174581435165,79.38426356241652,40.15674018167284,65.01659026559281,6.678875177397777,42.381142130164235,42.17578849776553,76.86194623785113,64.8898903111104,42.314391158579426,32.25973584649624,87.34971409572388,47.424276929192196,79.87268883065293,64.54638043603588,39.16388499772723,62.90750663734756,72.16467942477473,43.56841874297076,4.472429092120936,67.58321152837966,73.51202827033585,0.05686194553379152,30.266160852325612,9.051082296796748,74.38285531820152,82.12888135763353,44.18265731732318,81.75546235144066,78.00698363327311,41.60177271701917,7.3944695577338955,48.88728736534536,33.12214685478043,65.70249923105692,43.00288329806186,52.72318041350114,79.57607349507157,44.21528364734947,76.8913830471881,70.85349950507833,36.33175468579978,65.6593649231008,89.34952154097249,50.399303766422996,56.08665626123647,84.08871154271877,47.825078481948445,79.59232014465685,75.7297049983125,38.478093129550025,86.18165620033017,71.70924265280495,56.75854946914296,7.298601000844105,62.7080785825876,55.88496617192111,41.552126636703896,91.20785938629514,48.84456553420831,78.82395376775092,72.36495104948852,59.06395476808602,5.769067485237311,56.399123856507,57.49887566859332,61.74958988154428,61.30483660947113,25.609140659128546,36.29715740586546,75.98417814667201,70.36091597282997,5.241681220296323,0.07102656223641705,65.18323980328094,86.12936214257955,82.8349838770166,50.62483440046024,37.11079750485857,7.5769526725764536,31.204520594135698,80.65074516391712,55.537021551297585,62.76787387237688,47.098222795713525,5.395794565864246,66.42140000835259,75.01428663525742,82.10624010600908,87.06334454537348,34.99095452734211,80.7594482815401,38.240918571251214,42.113633108189646,69.11295898800883,41.64570957371251,69.30292577106518,72.36465235140113,36.9769490128631,53.798414999213946,27.19251070242209,1.3429570779879396,5.081428137702809e-10,1.9985361642857673,0.9817189859217177,10
