mean_constant,lengthscale_dim_0,lengthscale_dim_1,lengthscale_dim_2,lengthscale_dim_3,lengthscale_dim_4,lengthscale_dim_5,lengthscale_dim_6,lengthscale_dim_7,lengthscale_dim_8,lengthscale_dim_9,lengthscale_dim_10,lengthscale_dim_11,lengthscale_dim_12,lengthscale_dim_13,lengthscale_dim_14,lengthscale_dim_15,lengthscale_dim_16,lengthscale_dim_17,lengthscale_dim_18,lengthscale_dim_19,lengthscale_dim_20,lengthscale_dim_21,lengthscale_dim_22,lengthscale_dim_23,lengthscale_dim_24,lengthscale_dim_25,lengthscale_dim_26,lengthscale_dim_27,lengthscale_dim_28,lengthscale_dim_29,lengthscale_dim_30,lengthscale_dim_31,lengthscale_dim_32,lengthscale_dim_33,lengthscale_dim_34,lengthscale_dim_35,lengthscale_dim_36,lengthscale_dim_37,lengthscale_dim_38,lengthscale_dim_39,lengthscale_dim_40,lengthscale_dim_41,lengthscale_dim_42,lengthscale_dim_43,lengthscale_dim_44,lengthscale_dim_45,lengthscale_dim_46,lengthscale_dim_47,lengthscale_dim_48,lengthscale_dim_49,lengthscale_dim_50,lengthscale_dim_51,lengthscale_dim_52,lengthscale_dim_53,lengthscale_dim_54,lengthscale_dim_55,lengthscale_dim_56,lengthscale_dim_57,lengthscale_dim_58,lengthscale_dim_59,lengthscale_dim_60,lengthscale_dim_61,lengthscale_dim_62,lengthscale_dim_63,lengthscale_dim_64,lengthscale_dim_65,lengthscale_dim_66,lengthscale_dim_67,lengthscale_dim_68,lengthscale_dim_69,lengthscale_dim_70,lengthscale_dim_71,lengthscale_dim_72,lengthscale_dim_73,lengthscale_dim_74,lengthscale_dim_75,lengthscale_dim_76,lengthscale_dim_77,lengthscale_dim_78,lengthscale_dim_79,lengthscale_dim_80,lengthscale_dim_81,lengthscale_dim_82,lengthscale_dim_83,lengthscale_dim_84,lengthscale_dim_85,lengthscale_dim_86,lengthscale_dim_87,lengthscale_dim_88,lengthscale_dim_89,lengthscale_dim_90,lengthscale_dim_91,lengthscale_dim_92,lengthscale_dim_93,lengthscale_dim_94,lengthscale_dim_95,lengthscale_dim_96,lengthscale_dim_97,lengthscale_dim_98,lengthscale_dim_99,lengthscale_dim_100,lengthscale_dim_101,lengthscale_dim_102,lengthscale_dim_103,lengthscale_dim_104,lengthscale_dim_105,lengthscale_dim_106,lengthscale_dim_107,lengthscale_dim_108,lengthscale_dim_109,lengthscale_dim_110,lengthscale_dim_111,lengthscale_dim_112,lengthscale_dim_113,lengthscale_dim_114,lengthscale_dim_115,lengthscale_dim_116,lengthscale_dim_117,lengthscale_dim_118,lengthscale_dim_119,lengthscale_dim_120,lengthscale_dim_121,lengthscale_dim_122,lengthscale_dim_123,lengthscale_dim_124,lengthscale_dim_125,lengthscale_dim_126,lengthscale_dim_127,lengthscale_dim_128,lengthscale_dim_129,lengthscale_dim_130,lengthscale_dim_131,lengthscale_dim_132,lengthscale_dim_133,lengthscale_dim_134,lengthscale_dim_135,lengthscale_dim_136,lengthscale_dim_137,lengthscale_dim_138,lengthscale_dim_139,lengthscale_dim_140,lengthscale_dim_141,lengthscale_dim_142,lengthscale_dim_143,lengthscale_dim_144,lengthscale_dim_145,lengthscale_dim_146,lengthscale_dim_147,lengthscale_dim_148,lengthscale_dim_149,outputscale,noise,iteration
0.009236404611485447,12.261971980783711,12.19958053428366,12.254979342828898,12.258949913394462,12.259385665219227,12.227344025637084,12.221613428089391,12.222015812701349,12.242724166186623,12.182859018145157,12.260775845473876,12.258427019333029,12.255065266738379,12.245758666044052,12.251297458514456,12.252766401669415,12.235085275629435,12.251899141378361,12.243815115406024,12.161560647056366,12.256724852077456,12.181759573203765,12.260176492648005,12.257084367387574,12.196949101987625,12.216324108757867,12.24195257257897,12.242025662833386,12.176079558139113,12.25358275811545,12.263071456454087,12.252035732765878,12.260601309252646,12.261703770379716,12.257502317851174,12.208789278273521,12.247803852711513,12.259677558817637,12.253313463379586,12.257722627341385,12.264128716302647,12.238066196842677,12.189631996991464,12.25619361179935,12.239236017455038,12.252865758664864,12.221473997941478,12.185128731424397,12.250758839317548,12.255501886090899,12.260565141575544,12.245236663951028,12.265542639841453,12.259855032297862,12.18766408771779,12.248537962072959,12.259644958744369,12.234925782068245,12.25837939059681,12.177962909914172,12.258702954548193,12.264961515875168,12.253603636061689,12.105507357841988,12.151150363170919,12.16916456526057,12.233352932514745,12.235676638123419,12.261328393918633,12.2508752000541,12.261822589587217,12.254610508616917,12.24014752653942,12.26122341921027,12.256615059046476,12.26273716283656,12.216074791953865,12.260762798371852,12.25938957415497,12.247239494522102,12.262546015983016,12.258914014712554,12.260720653265839,12.236489615762318,12.145857472803112,12.230030037012968,12.23674245428458,12.238316178881028,12.253571397507113,12.257292981312398,12.263651840411189,12.262245650328492,12.244920950649673,12.225660484586328,12.265812008016264,12.262334914388488,12.170288967526231,12.10872467619232,12.19374013800955,12.264270235220193,12.255999629555212,12.26102791852042,12.245106816464713,12.2402976580628,12.224848187210263,12.251332099897025,12.249874204385561,12.253089984086552,12.256306145887965,12.217156779007935,12.255106652175938,12.256218622553082,12.26073964437144,12.245093515449021,12.254227922878988,12.189081804720574,12.262087091307933,12.254613737458877,12.255123712316768,12.256884679270138,12.12809603228047,12.261188286045812,12.259476993787752,12.105586164756005,12.260434470118813,12.255749515916543,12.263547122275344,12.223716583389736,12.24685582730852,12.259546642602045,12.256421140550867,12.250961958819927,12.240217859508002,12.260573974225471,12.208654730759092,12.26140627062955,12.239394677417172,12.23646335072159,12.247273182784436,12.260611055105826,12.232392099631381,12.25849330564406,12.260425130756927,12.249392163278165,12.252106382137276,12.251821111853374,12.246893351750801,12.155198504244225,12.2363993298694,12.194926011815816,1.0,0.23448172892443028,1
-0.12479698480716554,12.26390899410252,12.189421118716089,12.255056478596822,12.260931577151839,12.26096137925302,12.222359061727294,12.217003794825615,12.216333419011479,12.241279396945341,12.171158489703737,12.262352687505835,12.259512542953198,12.255603710469806,12.243891221991271,12.250390992857062,12.253965939628518,12.23255127205593,12.251115895049699,12.243158524174165,12.144202887457888,12.257240463410486,12.170132941629019,12.261041414897868,12.25862003739832,12.18734958928568,12.209794912256859,12.240355300908371,12.240192759047353,12.161184600814934,12.253857923798188,12.26512550293702,12.252024352808178,12.262033600230435,12.263382980214264,12.258421991467573,12.202546751724304,12.247503250180891,12.261022622790186,12.253703414217352,12.258924111646197,12.266763399853112,12.23586313486353,12.179343981627209,12.257309424464873,12.237285591691391,12.253206195386847,12.21497876659083,12.173875060787466,12.250588990063422,12.257181771734949,12.262337198222651,12.24393977510279,12.268367112390576,12.261193246943696,12.1779377963305,12.2484079150016,12.261853989402917,12.231967181160627,12.259480547041752,12.165623118278557,12.260068690430533,12.267697928407985,12.254076394240716,12.077761282116173,12.132360335494315,12.155823653659237,12.23007116249635,12.232353528328561,12.263687164932616,12.25065921781761,12.264571793969345,12.255740438123755,12.238114210562763,12.263630022213455,12.257970090214847,12.264789286262966,12.209288147593849,12.262531670794155,12.260912706470787,12.245883758862378,12.264840960161193,12.26018557052085,12.262318289893912,12.23393232534047,12.127630843019643,12.226773816480122,12.233950753791891,12.236509011130446,12.254636422571767,12.258119197311425,12.265955118875,12.264056888370916,12.243344466396527,12.221015249499686,12.268833139811521,12.26453561835344,12.155605261807692,12.08323632679957,12.182769011181524,12.267082966727655,12.256652651788318,12.263238260680033,12.243943747048572,12.238068010319132,12.219761177645807,12.250975809714783,12.249660995721744,12.253130853081647,12.257396993729321,12.210738489161537,12.255459804120116,12.257445388076551,12.26230489521892,12.243335811177129,12.254358187093063,12.179980478648233,12.264396128802202,12.255021908409573,12.255637685061066,12.258121047584222,12.105900171434723,12.262956094230617,12.261666402951905,12.078139398377608,12.262195914404417,12.256066548894315,12.265788539175043,12.218043615668,12.246547886975215,12.260567996905065,12.256796291884273,12.251002888266614,12.23829933087893,12.262157983420717,12.200560409544916,12.263197385352619,12.236745496687695,12.233111213972062,12.245618740828517,12.26231348111381,12.22877336148259,12.259407773774397,12.261954019834118,12.249197759875546,12.252564283501805,12.251993497930119,12.24591679582416,12.137441142368267,12.233263133851846,12.18442227119609,1.0,0.011651386163824008,2
-0.16690790546400586,12.264391178657059,12.186984936190559,12.255027862330728,12.261252112690407,12.261306670244297,12.221036739470376,12.215760951448786,12.214915588676838,12.240814443109084,12.168102553971094,12.262618222169396,12.259861889981295,12.255692484462164,12.24349792717147,12.250151946650696,12.254095971113168,12.231903647092631,12.251051240576851,12.242895175314274,12.139886182044702,12.257338341795961,12.16720718470244,12.26109893135846,12.258931153373425,12.184973152382852,12.208107267864376,12.240010393819803,12.239751109367239,12.157464535610245,12.25394044243644,12.26560984316342,12.251991971098237,12.262396504016962,12.263789480371626,12.258700815037077,12.200868724894312,12.247334476330726,12.261337707509824,12.253813700256867,12.259211467779652,12.26743434007412,12.235234545023218,12.176701228450582,12.25757505801709,12.236773291364043,12.253250858820442,12.213331728797078,12.170979468141132,12.250542574851153,12.257452561200529,12.262753077790636,12.243670562022873,12.26903719798673,12.261507559311653,12.175328299283425,12.248338752316425,12.262272607774975,12.231218639699055,12.259718837717825,12.162566108642391,12.260336410469964,12.268509329886442,12.254222495003864,12.070990568910835,12.127894744447808,12.152367937395372,12.229234605125011,12.231462681956996,12.264376712166223,12.250609410106028,12.265097051922591,12.255845500362142,12.237560231989924,12.264094020420035,12.258172064288186,12.265321516249768,12.207599870491602,12.26297140243289,12.261431573777593,12.245529128025522,12.265370913472609,12.260499905239419,12.262594824053465,12.233276677344705,12.12300869850616,12.22597006593512,12.233185157975788,12.23599186486217,12.254823646655023,12.258199994903926,12.266511035333265,12.26448305692343,12.243035736634578,12.219858829187961,12.269487769367823,12.265034462141237,12.151902268633167,12.076783715913518,12.180054664736641,12.267666988622624,12.256800466284867,12.263770587254932,12.243630724659198,12.237555193225786,12.218461692040123,12.250852911679667,12.249567041702981,12.253057593390169,12.25761712305517,12.209161116152458,12.255519852867822,12.257725748830854,12.262654762927552,12.242998553478236,12.254393226085657,12.17767332012982,12.264954420935688,12.255133250444043,12.255705208433625,12.25837112662912,12.10045974660179,12.26337575142394,12.262213104011405,12.07130123880583,12.26260667118756,12.25617607216626,12.26632006254619,12.216662862492482,12.246375639229539,12.260833648442292,12.256869464569771,12.250980959266801,12.23776275002692,12.262491809061128,12.198527593445533,12.263639212723142,12.235993352647084,12.232273314463837,12.245191999530755,12.262750689857176,12.227928051514546,12.2597595809879,12.262351536722514,12.249122491655084,12.252575606109202,12.251996231047452,12.245676525733924,12.13301291328189,12.232416730151876,12.181723397731227,1.0,0.007372535725481505,3
-0.16690790546400586,12.264391178657059,12.186984936190559,12.255027862330728,12.261252112690407,12.261306670244297,12.221036739470376,12.215760951448786,12.214915588676838,12.240814443109084,12.168102553971094,12.262618222169396,12.259861889981295,12.255692484462164,12.24349792717147,12.250151946650696,12.254095971113168,12.231903647092631,12.251051240576851,12.242895175314274,12.139886182044702,12.257338341795961,12.16720718470244,12.26109893135846,12.258931153373425,12.184973152382852,12.208107267864376,12.240010393819803,12.239751109367239,12.157464535610245,12.25394044243644,12.26560984316342,12.251991971098237,12.262396504016962,12.263789480371626,12.258700815037077,12.200868724894312,12.247334476330726,12.261337707509824,12.253813700256867,12.259211467779652,12.26743434007412,12.235234545023218,12.176701228450582,12.25757505801709,12.236773291364043,12.253250858820442,12.213331728797078,12.170979468141132,12.250542574851153,12.257452561200529,12.262753077790636,12.243670562022873,12.26903719798673,12.261507559311653,12.175328299283425,12.248338752316425,12.262272607774975,12.231218639699055,12.259718837717825,12.162566108642391,12.260336410469964,12.268509329886442,12.254222495003864,12.070990568910835,12.127894744447808,12.152367937395372,12.229234605125011,12.231462681956996,12.264376712166223,12.250609410106028,12.265097051922591,12.255845500362142,12.237560231989924,12.264094020420035,12.258172064288186,12.265321516249768,12.207599870491602,12.26297140243289,12.261431573777593,12.245529128025522,12.265370913472609,12.260499905239419,12.262594824053465,12.233276677344705,12.12300869850616,12.22597006593512,12.233185157975788,12.23599186486217,12.254823646655023,12.258199994903926,12.266511035333265,12.26448305692343,12.243035736634578,12.219858829187961,12.269487769367823,12.265034462141237,12.151902268633167,12.076783715913518,12.180054664736641,12.267666988622624,12.256800466284867,12.263770587254932,12.243630724659198,12.237555193225786,12.218461692040123,12.250852911679667,12.249567041702981,12.253057593390169,12.25761712305517,12.209161116152458,12.255519852867822,12.257725748830854,12.262654762927552,12.242998553478236,12.254393226085657,12.17767332012982,12.264954420935688,12.255133250444043,12.255705208433625,12.25837112662912,12.10045974660179,12.26337575142394,12.262213104011405,12.07130123880583,12.26260667118756,12.25617607216626,12.26632006254619,12.216662862492482,12.246375639229539,12.260833648442292,12.256869464569771,12.250980959266801,12.23776275002692,12.262491809061128,12.198527593445533,12.263639212723142,12.235993352647084,12.232273314463837,12.245191999530755,12.262750689857176,12.227928051514546,12.2597595809879,12.262351536722514,12.249122491655084,12.252575606109202,12.251996231047452,12.245676525733924,12.13301291328189,12.232416730151876,12.181723397731227,1.0,0.007372535725481505,4
-0.43264202400505275,12.2650727682537,12.183994254686798,12.255196215706686,12.26188047853481,12.26186817800815,12.219616298573179,12.214831075883616,12.213427088477108,12.240502935727141,12.165288064290705,12.263179103905257,12.260299651728744,12.255927522930854,12.243017483839568,12.249754771552656,12.254577661673094,12.231473920057427,12.250876880262142,12.242922181487504,12.13503859372293,12.257370811222486,12.164171296819507,12.261386826143552,12.259408169216648,12.182571527426317,12.20654466257303,12.239674401620679,12.239358379725765,12.153204511544104,12.254066777269916,12.266280979851219,12.252112195935934,12.262916441295067,12.264366140180126,12.258935766951483,12.199442778276392,12.247423307927773,12.261848790550467,12.254072750471481,12.259731217227975,12.26910155497745,12.234724120268103,12.174162024516994,12.257996424795902,12.236428619645395,12.253439948359311,12.211683166143,12.168165719757292,12.250514271317604,12.258546370562032,12.263339660009438,12.243284740281844,12.269905517277978,12.261994088744622,12.173007856675895,12.248534889762352,12.2629967622572,12.230706685608366,12.2601017731399,12.159391087745904,12.260853738313381,12.26944047997112,12.254533839366898,12.063379441442514,12.122899692268486,12.149144597261893,12.228509359559752,12.230588426902019,12.265173690226867,12.250688689574188,12.26599855302924,12.25632002593013,12.237135312053763,12.264858043548399,12.258622905532679,12.265972707562728,12.205880803682499,12.263578845058486,12.261894927413708,12.24515716772154,12.266097015263764,12.260977513545434,12.263111348368247,12.232757353738712,12.118492998769536,12.225384134429193,12.232518268367015,12.235803378293568,12.25523109321881,12.258446675398304,12.26730608428221,12.265092818164751,12.242591639523289,12.21872004265868,12.270459705815565,12.265709560011631,12.14799590929825,12.070301213700265,12.177213885589437,12.268638222311468,12.25703381902817,12.264485735004145,12.243388880805773,12.236934526501338,12.217167451738524,12.250845552937925,12.249675611176338,12.25310772933312,12.257998100659215,12.207644122608745,12.255721953294728,12.258221012674076,12.26318134731112,12.24253400326116,12.25456680374329,12.175678357254071,12.265698782358132,12.25540503477126,12.25574714351745,12.258743130340573,12.094530059436183,12.264015232110232,12.262975046870231,12.063794379579258,12.26317374303519,12.256328795222585,12.267030012125016,12.214920541943194,12.246536329689164,12.261067577776833,12.257123298943894,12.251138908632791,12.237304010959505,12.263021212628173,12.196379283014076,12.264303441828964,12.235271290021236,12.231254426762073,12.244718102545079,12.26334780576247,12.227141900971919,12.260076938333727,12.262881360563542,12.2492378249374,12.25289983226801,12.25221617273541,12.245578118320214,12.128137776602061,12.231686381915301,12.178821358885502,1.0,0.005836018450735107,5
-0.4325807080946089,12.265073471247463,12.18399134752634,12.255196428244203,12.261881209465054,12.261868822906841,12.21961515911673,12.21482962233288,12.21342542572953,12.240502713086949,12.16528418439813,12.263179721461354,12.260300242282744,12.255927911754432,12.243017142589116,12.24975505821857,12.25457838079128,12.231473109455687,12.250876900897437,12.242922018756753,12.135033469023277,12.257371522606846,12.164167613945729,12.261387607328928,12.259408627637328,12.182568567231558,12.206542826470816,12.239673969848461,12.239358051076099,12.153200470916108,12.254066995726976,12.266281847657812,12.252112334793255,12.262917016514255,12.264366761072159,12.258936416951977,12.199440870621997,12.247423289412668,12.26184928433758,12.254072976848143,12.259731733011634,12.269102280399363,12.234723516117938,12.1741589388048,12.257996902189268,12.23642822885277,12.253440077470412,12.211681267486425,12.168162210183478,12.250514443379542,12.258546101490024,12.263340322030368,12.24328442503314,12.269906624497327,12.261994586284125,12.173004626550867,12.248535044522283,12.26299766012637,12.230705985147917,12.2601022455126,12.15938716841377,12.260854206246789,12.269441463397017,12.254534004608475,12.063371208529292,12.122894331125657,12.149140589115554,12.228508406619381,12.230587499284727,12.265174692166395,12.250688878912058,12.265999496758644,12.256320495673638,12.237134729775978,12.264858802707138,12.258623422232812,12.265973755044097,12.205878955949752,12.263579462194501,12.261895394040083,12.245157050189622,12.266098030175783,12.260978107721256,12.263112027741437,12.232756667026525,12.118487326433451,12.22538314868577,12.232517620947513,12.23580281468292,12.25523163231847,12.258447281064814,12.267306942829373,12.265093485720664,12.24259131775873,12.218718548062501,12.270460610553188,12.265710454685662,12.147991226095693,12.07029337910303,12.17721071140143,12.268639283531524,12.257034118374076,12.26448652827523,12.243388711783195,12.236934086101533,12.217166513112346,12.250845608296837,12.24967558105806,12.253107826656192,12.257998524644295,12.207642319884283,12.255722181462778,12.258221493188916,12.263181867240318,12.242533842317316,12.25456711643972,12.17567558151526,12.26569966572617,12.255405346682506,12.255747957064278,12.258743599126408,12.09452327812978,12.264015931260868,12.262975917784727,12.063786169981249,12.263174379951636,12.256329279988528,12.267031081671943,12.214919268848792,12.246536258071975,12.261068326186209,12.257123579707763,12.251139005652693,12.237303498926591,12.263021786073741,12.19637699515746,12.264304165999564,12.235270417606065,12.231253497879452,12.244717647772841,12.263348404331945,12.227140884078748,12.260077486029784,12.26288201193841,12.249237905219267,12.252899953080568,12.252216345319692,12.245577960532646,12.128132388982648,12.231685607324872,12.178818375414311,1.0,0.005813431196689622,6
-0.4249183127381328,12.265383556802195,12.182598487443222,12.255272330672636,12.26216712847815,12.262127946493509,12.219021815478488,12.214981586961596,12.212719151478662,12.240347548310057,12.164370796907265,12.263422900801853,12.260517542513126,12.256083515572284,12.242889201383383,12.249699261300993,12.254775907618473,12.231195455956202,12.250827547685882,12.242903433768392,12.13294512050265,12.257482310725203,12.162725242951595,12.261588196145057,12.259633047014843,12.18136153938924,12.205747922590215,12.239516825034173,12.23919926933342,12.151310181162442,12.254156314455772,12.266604478396465,12.25217210088913,12.263154367780631,12.264638220602725,12.259117588611902,12.198629024085585,12.247406768709025,12.262086514902494,12.25417247551143,12.259965967380868,12.269735425097558,12.234444923646924,12.173023468878078,12.258210766072372,12.23625999996744,12.253525779981521,12.210911336097185,12.166691932861276,12.250554867230585,12.258919002645031,12.263644932976215,12.243141052408479,12.270335588417616,12.262223997182598,12.171675503413798,12.248605433237337,12.26332442338552,12.230389377257428,12.260305755299413,12.157751018531263,12.261064574631868,12.26987616617028,12.254638517524938,12.05978995660208,12.120639527557634,12.14742131795339,12.228169981874291,12.230179638140047,12.265568208704304,12.250720567872955,12.266396629630622,12.256509353926901,12.236922954991314,12.265188964185901,12.258795191842916,12.26636624423081,12.205034233933928,12.263864230579642,12.262136707706484,12.245078588694767,12.266420277442712,12.261197287034438,12.263352396838481,12.232497691141223,12.116123819157965,12.224992891775555,12.232202503631386,12.235612055804072,12.255425461463636,12.258594259141839,12.267671382130104,12.265395475755454,12.2424989080997,12.218220876322594,12.270955619031552,12.266059175669659,12.146139545814092,12.066982200848635,12.175884131747528,12.269079744044289,12.257156782254821,12.26483017236789,12.243270863792652,12.236687331522113,12.216609587232464,12.250865450520358,12.24968944138328,12.253152050829549,12.258178658513339,12.206842794142917,12.255810356350747,12.258581472028906,12.263450841373231,12.242407702536187,12.254678290013189,12.174503067513628,12.26604713480436,12.255535015591184,12.255857048658843,12.258948918890544,12.09155307836346,12.264305332553272,12.263330879186947,12.060112554226093,12.263449832385817,12.256459796066029,12.267385256558109,12.214224400556873,12.246516344096033,12.261255472060595,12.257233882272235,12.251186702688633,12.237097165727366,12.2632833131594,12.195354691631955,12.264581289915544,12.234939808113246,12.23101659632746,12.244557284742184,12.263636421531963,12.22671800872309,12.260277647585074,12.263154091401928,12.249307922007928,12.253014969015194,12.252288265934636,12.245518445094541,12.125780776620562,12.231361860536094,12.177473294333172,1.0,0.00415241669784223,7
-0.42492631110930645,12.265383707980117,12.182597846880345,12.255272373565862,12.262167280769287,12.262128075130361,12.219021537496483,12.214981594014343,12.212718845573107,12.240347475910406,12.164370284291026,12.263423029573012,12.260517670285996,12.256083572213798,12.242889142942714,12.249699247462903,12.254776017438779,12.231195321384176,12.2508275259887,12.242903427702498,12.132944109716856,12.257482394506841,12.16272455314515,12.261588310585925,12.259633175015802,12.181360962142117,12.205747591897612,12.239516770269947,12.239199203341142,12.151309304870301,12.254156398080044,12.266604636083251,12.252172139997928,12.263154490437678,12.264638368192026,12.259117706081216,12.198628646160808,12.247406770294743,12.262086645448258,12.254172547956594,12.259966082447052,12.269735640634549,12.23444480001628,12.173022955280274,12.25821088399224,12.236259916831992,12.253525827061354,12.210910989141185,12.166691252208027,12.25055490435585,12.25891915150448,12.263645079901503,12.243140992266422,12.270335796801437,12.262224113368065,12.171674917837056,12.248605472564298,12.263324591995001,12.230389225460339,12.260305853453774,12.157750241235275,12.261064684675661,12.269876374301619,12.254638578799435,12.059788261663158,12.12063843571764,12.147420555964178,12.228169811923525,12.230179459913776,12.265568668736275,12.250720604652697,12.266396841351469,12.256509464281786,12.236922863319402,12.265189132194298,12.258795300282866,12.266366423231286,12.205033840936084,12.263864368798833,12.262136831992924,12.245078593208577,12.266420443608492,12.261197396816627,12.263352524260226,12.232497564446005,12.116122724671648,12.224992707507418,12.232202352799185,12.235611968993778,12.255425558481303,12.258594326115086,12.267671561731916,12.265395622280476,12.242498847996071,12.21822065005951,12.270955842111695,12.266059356285256,12.146138637493658,12.066980592927008,12.175883491642056,12.269079955838174,12.257156850965082,12.26483033594446,12.243270812605552,12.236687228234075,12.216609303379032,12.25086545947206,12.249689449886246,12.253152097330648,12.25817875067459,12.2068424120706,12.255810399888531,12.258581633019558,12.263450968921365,12.242407634480497,12.254678373441575,12.174502560555673,12.26604730518275,12.255535074283051,12.255857128621999,12.258949037626591,12.091551640199894,12.26430547696996,12.263331054729697,12.06011080449183,12.263449975953282,12.256459884873946,12.26738542958709,12.214224072307616,12.2465163525898,12.26125558173103,12.257233972871477,12.251186732240392,12.237097059577655,12.263283437634698,12.19535422131767,12.264581431330317,12.234939671334377,12.231016495468133,12.244557235135014,12.263636593559664,12.226717808826372,12.260277752021587,12.263154243750767,12.24930794818797,12.253015019622564,12.252288306634075,12.245518432088225,12.125779639660944,12.231361750432049,12.17747265952916,1.0,0.004152142082127889,8
0.26355661921714213,29798.01993174754,47115.61534932428,48875.34874652819,31156.872299460476,50607.473202092566,53609.58520310329,38845.20634731156,8932.366437458046,52627.816009057,99717.70149020405,43858.24873747102,52275.70747826351,51773.57883799773,50994.71961338124,6999.913863138757,42334.372599432674,17182.24340979758,60255.63321758327,50991.31321039121,3.432356614322241,36704.11899327596,43519.54919522471,40752.24483966063,40403.36764000486,72397.66176867533,28885.9170104603,51568.62983615824,34511.85547922495,95517.90865787482,28511.416013786376,42932.97829201152,46476.088430176664,19639.92868256034,34241.81626139356,52680.749661652655,49881.23528418176,58474.31890887344,26573.67264694301,31358.634154883017,54392.26084049058,35917.060836654426,46890.481203714895,58976.60287660426,47179.75149702107,45544.905318118435,38942.221734040984,1.3280964292489588,19698.959616865744,29016.692002854845,46370.9754604075,44454.71813644134,37782.74813245045,42719.00264661995,44197.5062009011,95826.63168403567,34512.72574771862,55145.16485973203,60926.23327815523,44578.94531207104,1.539214300478255,38965.06355672638,48619.9448407474,53649.05301278518,2.9715893670634244,137785.93292753107,75247.17881087889,39161.900552551226,27885.69186811328,46368.925855258,36661.23834581471,48723.096774681355,37096.70974664402,35111.536569099626,47484.176326354114,52855.68046135022,54425.52758233329,29008.689020270216,42097.49301146447,34486.96636819486,9487.361678434576,25454.25567033267,35098.34504853935,39719.905204727074,50909.87464777124,105308.37088994535,52924.95598078329,48689.5825717488,57929.48028531506,47649.64098246443,15985.574207015308,25437.892709935077,19052.923350449957,48822.654736099015,53158.68164295454,44350.080523952085,40870.303252225895,75937.98109106591,2.209099816267578,52134.30156773164,42702.13152656465,26758.23087530808,36248.03484385913,47241.70697060279,57985.3034995351,39037.70800781176,45515.42174636752,25518.032291839772,17286.882941732536,48378.13791828525,46669.32444778214,42595.54769102323,44298.53761732505,55566.66284652803,67192.23192338742,60153.77221321197,49085.94119169722,44172.81650204132,17441.493133533768,36300.5042430708,3.501418040373514,1.1373764190204914,45808.65947982372,49441.99957517974,1.391341261243457,25886.203853702922,43412.34922618093,59048.37817245676,17670.604360376572,43837.656453430245,36426.81345848019,32097.986805055803,38138.81200990564,27372.519591737662,35778.10516726998,62778.02300627849,56883.127445915175,41179.40640167589,48530.7969153463,39937.25129513921,42407.695135153524,40324.625782113995,49860.55633895916,45570.10998160546,48354.55140582308,46665.2406494722,41636.424767435405,39900.34035766579,115257.18121368709,38454.48429073528,27437.380188587176,1.0,0.0001804196556138106,9
-1.0051323495829596,29798.01993174754,47115.61534932428,48875.34874652819,31156.872299460476,50607.473202092566,53609.58520310329,38845.20634731156,8932.366437487031,52627.816009057,99717.70149020405,43858.24873747102,52275.70747826351,51773.57883799773,50994.71961338124,6999.913859732165,42334.372599432674,17182.2434099079,60255.63321758327,50991.31321039121,3.2407925561380697,36704.11899327596,43519.54919522471,40752.24483966063,40403.36764000486,72397.66176867533,28885.9170104603,51568.62983615824,34511.85547922495,95517.90865787482,28511.4160137864,42932.97829201152,46476.088430176664,19639.92868256034,34241.81626139356,52680.749661652655,49881.23528418176,58474.31890887344,26573.672646943032,31358.634154883017,54392.26084049058,35917.060836654426,46890.481203714895,58976.60287660426,47179.75149702107,45544.905318118435,38942.221734040984,0.3774424747998577,19698.959616865766,29016.69200285484,46370.9754604075,44454.71813644134,37782.74813245045,42719.00264661995,44197.5062009011,95826.63168403567,34512.72574771862,55145.16485973203,60926.23327815523,44578.94531207104,0.9274659892659308,38965.06355672638,48619.9448407474,53649.05301278518,2.62226925738439,137785.93292753107,75247.17881087889,39161.900552551226,27885.69186811328,46368.925855258,36661.23834581471,48723.096774681355,37096.70974664402,35111.536569099626,47484.176326354114,52855.68046135022,54425.52758233329,29008.689020270216,42097.49301146447,34486.96636819486,9487.36167807699,25454.255670332695,35098.34504853935,39719.905204727074,50909.87464777124,105308.37088994535,52924.95598078329,48689.5825717488,57929.48028531506,47649.64098246443,15985.57420707845,25437.892709935077,19052.923350452325,48822.654736099015,53158.68164295454,44350.080523952085,40870.303252225895,75937.98109106591,1.435878201368321,52134.30156773164,42702.13152656465,26758.23087530808,36248.03484385913,47241.70697060279,57985.3034995351,39037.70800781176,45515.42174636752,25518.032291839772,17286.882941732532,48378.13791828525,46669.32444778214,42595.54769102323,44298.53761732505,55566.66284652803,67192.23192338742,60153.77221321197,49085.94119169722,44172.81650204132,17441.493133566844,36300.5042430708,2406.3175077068236,1.1684893008648884,45808.65947982372,49441.99957517974,1.540605897269099,25886.203853702922,43412.34922618093,59048.37817245676,17670.604360002515,43837.656453430245,36426.81345848019,32097.986805055803,38138.81200990564,27372.51959173766,35778.10516726998,62778.02300627849,56883.127445915175,41179.40640167589,48530.7969153463,39937.25129513921,42407.695135153524,40324.625782113995,49860.55633895916,45570.10998160546,48354.55140582308,46665.2406494722,41636.424767435405,39900.34035766579,115257.18121368709,38454.48429073528,27437.380188587176,1.0,0.00018540409825930533,10
